Installs,Category,Size,Type,Content Rating,Genres
"1,000,000+",HEALTH_AND_FITNESS,18M,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,57M,Free,Everyone,Health & Fitness
"100,000+",HEALTH_AND_FITNESS,5.5M,Free,Everyone,Health & Fitness
"10,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,5.7M,Free,Everyone,Health & Fitness
"100,000+",HEALTH_AND_FITNESS,51M,Free,Everyone,Health & Fitness
"50,000+",HEALTH_AND_FITNESS,9.4M,Free,Teen,Health & Fitness
"500,000+",HEALTH_AND_FITNESS,3.3M,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"100,000+",HEALTH_AND_FITNESS,4.0M,Free,Everyone,Health & Fitness
"50,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"10,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,19M,Free,Everyone,Health & Fitness
"500,000+",HEALTH_AND_FITNESS,3.8M,Free,Everyone 10+,Health & Fitness
"5,000,000+",HEALTH_AND_FITNESS,4.3M,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,18M,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,5.7M,Free,Everyone,Health & Fitness
"10,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"100,000+",HEALTH_AND_FITNESS,3.6M,Free,Everyone,Health & Fitness
"100,000+",HEALTH_AND_FITNESS,5.5M,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,57M,Free,Everyone,Health & Fitness
"100,000+",HEALTH_AND_FITNESS,51M,Free,Everyone,Health & Fitness
"5,000,000+",HEALTH_AND_FITNESS,58M,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"50,000+",HEALTH_AND_FITNESS,9.4M,Free,Teen,Health & Fitness
"500,000+",HEALTH_AND_FITNESS,3.3M,Free,Everyone,Health & Fitness
"100,000+",HEALTH_AND_FITNESS,4.0M,Free,Everyone,Health & Fitness
"50,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"10,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"500,000+",HEALTH_AND_FITNESS,9.9M,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,43M,Free,Everyone,Health & Fitness
"100,000+",HEALTH_AND_FITNESS,37M,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"500,000+",HEALTH_AND_FITNESS,Varies with device,Free,Teen,Health & Fitness
"100,000+",HEALTH_AND_FITNESS,40M,Free,Everyone,Health & Fitness
"500,000+",HEALTH_AND_FITNESS,73M,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,28M,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"500,000+",HEALTH_AND_FITNESS,23M,Free,Everyone 10+,Health & Fitness
"500,000+",HEALTH_AND_FITNESS,10M,Free,Everyone,Health & Fitness
"100,000+",HEALTH_AND_FITNESS,15M,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,8.4M,Free,Everyone,Health & Fitness
"5,000,000+",HEALTH_AND_FITNESS,31M,Free,Everyone,Health & Fitness
"500,000+",HEALTH_AND_FITNESS,Varies with device,Free,Teen,Health & Fitness
"5,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"5,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,41M,Free,Everyone,Health & Fitness
"5,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"1,000,000+",HEALTH_AND_FITNESS,Varies with device,Free,Everyone,Health & Fitness
"500,000+",HEALTH_AND_FITNESS,20M,Free,Everyone,Health & Fitness
"10,000,000+",HEALTH_AND_FITNESS,39M,Free,Everyone,Health & Fitness
"5,000,000+",HEALTH_AND_FITNESS,35M,Free,Everyone,Health & Fitness
"10,000,000+",HOUSE_AND_HOME,34M,Free,Everyone,House & Home
"100,000+",HOUSE_AND_HOME,7.5M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"10,000,000+",HOUSE_AND_HOME,12M,Free,Everyone,House & Home
"5,000,000+",HOUSE_AND_HOME,7.7M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,21M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,18M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,40M,Free,Everyone,House & Home
"10,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"10,000+",HOUSE_AND_HOME,8.7M,Free,Everyone,House & Home
"10,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"500,000+",HOUSE_AND_HOME,8.6M,Free,Everyone,House & Home
"100,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,18M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,7.5M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,9.1M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,13M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"100,000+",HOUSE_AND_HOME,15M,Free,Everyone,House & Home
"5,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,19M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"5,000+",HOUSE_AND_HOME,5.1M,Free,Everyone,House & Home
"5,000,000+",HOUSE_AND_HOME,26M,Free,Everyone,House & Home
"10,000+",HOUSE_AND_HOME,8.3M,Free,Teen,House & Home
"100,000+",HOUSE_AND_HOME,27M,Free,Everyone,House & Home
"500,000+",HOUSE_AND_HOME,7.9M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"100,000+",HOUSE_AND_HOME,27M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,5.1M,Free,Everyone,House & Home
"100,000+",HOUSE_AND_HOME,15M,Free,Everyone,House & Home
"100,000+",HOUSE_AND_HOME,3.1M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,16M,Free,Everyone,House & Home
"500,000+",HOUSE_AND_HOME,9.2M,Free,Everyone,House & Home
"500,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"5,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"500,000+",HOUSE_AND_HOME,10M,Free,Teen,House & Home
"5,000+",HOUSE_AND_HOME,2.6M,Free,Everyone,House & Home
"100,000+",HOUSE_AND_HOME,13M,Free,Everyone,House & Home
"10,000+",HOUSE_AND_HOME,1.9M,Free,Everyone,House & Home
"50,000+",HOUSE_AND_HOME,7.0M,Free,Everyone,House & Home
"100,000+",HOUSE_AND_HOME,15M,Free,Everyone,House & Home
"10,000+",HOUSE_AND_HOME,4.2M,Free,Everyone,House & Home
"100,000+",HOUSE_AND_HOME,7.8M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,77M,Free,Everyone,House & Home
"100,000+",HOUSE_AND_HOME,5.7M,Free,Everyone,House & Home
"500,000+",HOUSE_AND_HOME,5.9M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,7.6M,Free,Everyone,House & Home
"50,000+",HOUSE_AND_HOME,5.8M,Free,Everyone,House & Home
"10,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,5.8M,Free,Everyone,House & Home
"500,000+",HOUSE_AND_HOME,5.3M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,5.5M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,25M,Free,Everyone,House & Home
"500,000+",HOUSE_AND_HOME,35M,Free,Everyone,House & Home
"500,000+",HOUSE_AND_HOME,7.9M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,19M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,7.5M,Free,Everyone,House & Home
"10,000,000+",HOUSE_AND_HOME,12M,Free,Everyone,House & Home
"10,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"10,000,000+",HOUSE_AND_HOME,34M,Free,Everyone,House & Home
"500,000+",HOUSE_AND_HOME,30M,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"5,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"1,000,000+",HOUSE_AND_HOME,16M,Free,Everyone,House & Home
"10,000,000+",HOUSE_AND_HOME,Varies with device,Free,Everyone,House & Home
"50,000+",HOUSE_AND_HOME,16M,Free,Everyone,House & Home
"50,000+",LIBRARIES_AND_DEMO,Varies with device,Free,Everyone,Libraries & Demo
"10,000+",LIBRARIES_AND_DEMO,15M,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,21M,Free,Everyone,Libraries & Demo
"1,000+",LIBRARIES_AND_DEMO,1.8M,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,4.3M,Free,Everyone,Libraries & Demo
"10,000+",LIBRARIES_AND_DEMO,10M,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,3.7M,Free,Everyone,Libraries & Demo
"5,000,000+",LIBRARIES_AND_DEMO,232k,Free,Everyone,Libraries & Demo
"50,000+",LIBRARIES_AND_DEMO,99M,Free,Everyone,Libraries & Demo
"10,000,000+",LIBRARIES_AND_DEMO,624k,Free,Everyone,Libraries & Demo
"1,000+",LIBRARIES_AND_DEMO,6.9M,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,7.0M,Free,Everyone,Libraries & Demo
"50,000+",LIBRARIES_AND_DEMO,7.0M,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,6.4M,Free,Everyone,Libraries & Demo
"50,000+",LIBRARIES_AND_DEMO,Varies with device,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,16M,Free,Everyone,Libraries & Demo
"10,000+",LIBRARIES_AND_DEMO,5.9M,Free,Everyone,Libraries & Demo
"50,000+",LIBRARIES_AND_DEMO,95M,Free,Everyone,Libraries & Demo
"50,000+",LIBRARIES_AND_DEMO,8.5k,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,20M,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,2.5M,Free,Everyone,Libraries & Demo
"10,000,000+",LIBRARIES_AND_DEMO,50M,Free,Everyone,Libraries & Demo
"10,000+",LIBRARIES_AND_DEMO,10M,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,18M,Free,Everyone,Libraries & Demo
"10,000+",LIBRARIES_AND_DEMO,12M,Free,Everyone,Libraries & Demo
"10,000+",LIBRARIES_AND_DEMO,2.5M,Free,Everyone,Libraries & Demo
"5,000+",LIBRARIES_AND_DEMO,2.1M,Free,Everyone,Libraries & Demo
"500,000+",LIBRARIES_AND_DEMO,22M,Free,Everyone,Libraries & Demo
"5,000,000+",LIBRARIES_AND_DEMO,41k,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,22M,Free,Everyone,Libraries & Demo
"1,000,000+",LIBRARIES_AND_DEMO,292k,Free,Everyone,Libraries & Demo
"10,000+",LIBRARIES_AND_DEMO,5.5M,Free,Everyone,Libraries & Demo
"1,000,000+",LIBRARIES_AND_DEMO,Varies with device,Free,Everyone,Libraries & Demo
"1,000+",LIBRARIES_AND_DEMO,2.5M,Free,Everyone,Libraries & Demo
"500,000+",LIBRARIES_AND_DEMO,8.1M,Free,Everyone,Libraries & Demo
"1,000,000+",LIBRARIES_AND_DEMO,28M,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,24M,Free,Everyone,Libraries & Demo
"1,000,000+",LIBRARIES_AND_DEMO,3.1M,Free,Everyone,Libraries & Demo
"10,000+",LIBRARIES_AND_DEMO,3.4M,Free,Everyone,Libraries & Demo
"1,000,000+",LIBRARIES_AND_DEMO,11k,Free,Everyone,Libraries & Demo
"500,000+",LIBRARIES_AND_DEMO,13M,Free,Everyone,Libraries & Demo
"500,000+",LIBRARIES_AND_DEMO,19M,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,9.5M,Free,Everyone,Libraries & Demo
"50,000+",LIBRARIES_AND_DEMO,21M,Free,Everyone,Libraries & Demo
"500,000+",LIBRARIES_AND_DEMO,9.4M,Free,Everyone,Libraries & Demo
"500,000+",LIBRARIES_AND_DEMO,2.4M,Free,Everyone,Libraries & Demo
"1,000,000+",LIBRARIES_AND_DEMO,36M,Free,Everyone,Libraries & Demo
"100,000+",LIBRARIES_AND_DEMO,55M,Free,Everyone,Libraries & Demo
"5,000,000+",LIFESTYLE,32M,Free,Teen,Lifestyle
"10,000,000+",LIFESTYLE,34M,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,5.1M,Free,Everyone,Lifestyle
"10,000,000+",LIFESTYLE,100M,Free,Everyone,Lifestyle;Pretend Play
"5,000,000+",LIFESTYLE,80M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,3.3M,Free,Everyone,Lifestyle
"5,000,000+",LIFESTYLE,28M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,5.0M,Free,Everyone,Lifestyle
"10,000,000+",LIFESTYLE,11M,Free,Everyone 10+,Lifestyle
"1,000,000+",LIFESTYLE,55M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,7.1M,Free,Everyone,Lifestyle
"5,000,000+",LIFESTYLE,3.2M,Free,Everyone,Lifestyle
"10,000,000+",LIFESTYLE,4.4M,Free,Everyone,Lifestyle
"500,000+",LIFESTYLE,16M,Free,Everyone,Lifestyle
"5,000,000+",LIFESTYLE,6.3M,Free,Everyone,Lifestyle
"10,000,000+",LIFESTYLE,45M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,23M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,37M,Free,Everyone,Lifestyle
"10,000,000+",LIFESTYLE,13M,Free,Everyone,Lifestyle
"5,000,000+",LIFESTYLE,8.1M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,13M,Free,Teen,Lifestyle
"10,000,000+",LIFESTYLE,14M,Free,Everyone,Lifestyle
"50,000,000+",LIFESTYLE,30M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,36M,Free,Everyone,Lifestyle
"500,000+",LIFESTYLE,3.0M,Free,Everyone,Lifestyle
"500,000+",LIFESTYLE,1.4M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,39M,Free,Everyone,Lifestyle
"5,000,000+",LIFESTYLE,1.8M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,1.7M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,19M,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,15M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,10.0M,Free,Mature 17+,Lifestyle
"1,000,000+",LIFESTYLE,2.7M,Free,Everyone,Lifestyle
"10,000,000+",LIFESTYLE,16M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,21M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,20M,Free,Everyone,Lifestyle
"10,000,000+",LIFESTYLE,14M,Free,Everyone,Lifestyle
"500,000+",LIFESTYLE,76M,Free,Teen,Lifestyle
"10,000,000+",LIFESTYLE,18M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,12M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,6.2M,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,6.8M,Free,Everyone,Lifestyle
"10,000,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"500,000+",LIFESTYLE,24M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,19M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,13M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,15M,Free,Teen,Lifestyle
"100,000+",LIFESTYLE,13M,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,44M,Free,Everyone,Lifestyle
"10,000,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,9.7M,Free,Everyone,Lifestyle
"500,000+",LIFESTYLE,24M,Free,Everyone,Lifestyle
"500,000+",LIFESTYLE,13M,Free,Everyone,Lifestyle
"10,000+",LIFESTYLE,4.5M,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,4.5M,Free,Teen,Lifestyle
"5,000,000+",LIFESTYLE,29M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,12M,Free,Everyone,Lifestyle
"500,000+",LIFESTYLE,12M,Free,Teen,Lifestyle
"500,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"10,000+",LIFESTYLE,4.6M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,10M,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,6.8M,Free,Everyone,Lifestyle
"10,000,000+",LIFESTYLE,33M,Free,Everyone,Lifestyle
"500,000+",LIFESTYLE,12M,Free,Teen,Lifestyle
"500,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"10,000+",LIFESTYLE,4.6M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,10M,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,6.8M,Free,Everyone,Lifestyle
"10,000,000+",LIFESTYLE,33M,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,13M,Free,Everyone,Lifestyle
"50,000+",LIFESTYLE,15M,Free,Everyone,Lifestyle
"5,000+",LIFESTYLE,23M,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,7.7M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,15M,Free,Everyone,Lifestyle
"50,000+",LIFESTYLE,25M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,3.0M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,22M,Free,Everyone,Lifestyle
"5,000,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"500,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"500,000+",LIFESTYLE,7.5M,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,24M,Free,Everyone,Lifestyle
"500,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,44M,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"1,000,000+",LIFESTYLE,Varies with device,Free,Everyone,Lifestyle
"100,000+",LIFESTYLE,14M,Free,Teen,Lifestyle
"100,000,000+",GAME,67M,Free,Everyone 10+,Adventure;Action & Adventure
"1,000,000,000+",GAME,76M,Free,Everyone 10+,Arcade
"500,000,000+",GAME,74M,Free,Everyone,Casual
"10,000,000+",GAME,23M,Free,Everyone,Card
"10,000,000+",GAME,46M,Free,Everyone,Casual
"50,000,000+",GAME,24M,Free,Everyone,Casual;Pretend Play
"100,000,000+",GAME,Varies with device,Free,Everyone,Action
"100,000,000+",GAME,97M,Free,Everyone 10+,Strategy
"500,000,000+",GAME,62M,Free,Everyone,Action
"500,000,000+",GAME,24M,Free,Everyone,Casual
"100,000,000+",GAME,33M,Free,Everyone,Action
"5,000,000+",GAME,7.8M,Free,Everyone,Puzzle
"100,000,000+",GAME,46M,Free,Everyone,Arcade
"100,000,000+",GAME,69M,Free,Everyone 10+,Strategy
"100,000,000+",GAME,75M,Free,Everyone,Arcade
"100,000,000+",GAME,67M,Free,Everyone,Casual
"1,000,000+",GAME,50M,Free,Mature 17+,Action
"100,000,000+",GAME,98M,Free,Everyone 10+,Strategy
"50,000,000+",GAME,Varies with device,Free,Teen,Action
"5,000,000+",GAME,4.9M,Free,Everyone,Puzzle
"100,000,000+",GAME,37M,Free,Everyone,Arcade
"1,000,000+",GAME,18M,Free,Everyone,Arcade
"100,000,000+",GAME,52M,Free,Everyone,Sports
"50,000,000+",GAME,Varies with device,Free,Everyone,Music
"50,000,000+",GAME,78M,Free,Everyone,Puzzle
"10,000,000+",GAME,3.9M,Free,Everyone,Word
"50,000,000+",GAME,59M,Free,Teen,Arcade
"100,000,000+",GAME,97M,Free,Everyone,Arcade
"100,000,000+",GAME,11M,Free,Everyone,Puzzle
"10,000,000+",GAME,38M,Free,Teen,Racing
"10,000,000+",GAME,Varies with device,Free,Everyone,Puzzle
"10,000,000+",GAME,Varies with device,Free,Everyone,Arcade
"100,000,000+",GAME,Varies with device,Free,Everyone 10+,Arcade
"5,000,000+",GAME,Varies with device,Free,Everyone,Arcade
"10,000,000+",GAME,85M,Free,Everyone,Casual;Creativity
"50,000,000+",GAME,78M,Free,Everyone,Puzzle
"100,000,000+",GAME,63M,Free,Everyone,Racing
"50,000,000+",GAME,Varies with device,Free,Everyone,Casual
"10,000,000+",GAME,24M,Free,Everyone,Puzzle
"10,000,000+",GAME,69M,Free,Everyone 10+,Sports
"10,000,000+",GAME,75M,Free,Everyone,Action
"100,000,000+",GAME,Varies with device,Free,Everyone 10+,Casual;Action & Adventure
"100,000,000+",GAME,70M,Free,Everyone,Casual
"10,000,000+",GAME,63M,Free,Everyone,Arcade
"100,000,000+",GAME,99M,Free,Everyone,Casual
"100,000,000+",GAME,49M,Free,Everyone,Puzzle
"100,000,000+",GAME,Varies with device,Free,Mature 17+,Action
"1,000,000,000+",GAME,76M,Free,Everyone 10+,Arcade
"100,000,000+",GAME,67M,Free,Everyone 10+,Adventure;Action & Adventure
"500,000,000+",GAME,24M,Free,Everyone,Casual
"100,000,000+",GAME,52M,Free,Everyone,Sports
"100,000,000+",GAME,98M,Free,Everyone 10+,Strategy
"500,000,000+",GAME,74M,Free,Everyone,Casual
"100,000,000+",GAME,69M,Free,Everyone 10+,Strategy
"100,000,000+",GAME,82M,Free,Everyone,Arcade
"10,000,000+",GAME,Varies with device,Free,Everyone,Puzzle
"100,000,000+",GAME,96M,Free,Everyone,Sports
"100,000,000+",GAME,99M,Free,Everyone,Casual
"10,000,000+",GAME,46M,Free,Everyone,Casual
"50,000,000+",GAME,Varies with device,Free,Everyone,Puzzle
"10,000,000+",GAME,99M,Free,Everyone,Action
"10,000,000+",GAME,87M,Free,Everyone,Word
"10,000,000+",GAME,3.9M,Free,Everyone,Word
"100,000,000+",GAME,67M,Free,Everyone,Casual
"10,000,000+",GAME,Varies with device,Free,Everyone,Puzzle
"100,000,000+",GAME,53M,Free,Teen,Action
"5,000,000+",GAME,7.8M,Free,Everyone,Puzzle
"50,000,000+",GAME,Varies with device,Free,Teen,Action
"100,000,000+",GAME,97M,Free,Everyone 10+,Strategy
"500,000,000+",GAME,Varies with device,Free,Everyone,Casual
"100,000,000+",GAME,Varies with device,Free,Mature 17+,Action
"50,000,000+",GAME,59M,Free,Teen,Arcade
"10,000,000+",GAME,Varies with device,Free,Everyone,Arcade
"100,000,000+",GAME,46M,Free,Everyone,Arcade
"10,000,000+",GAME,75M,Free,Everyone,Action
"1,000,000+",GAME,50M,Free,Mature 17+,Action
"500,000,000+",GAME,62M,Free,Everyone,Action
"100,000,000+",GAME,Varies with device,Free,Everyone 10+,Arcade
"5,000,000+",GAME,23M,Free,Everyone,Casual
"10,000,000+",GAME,72M,Free,Teen,Arcade
"100,000,000+",GAME,70M,Free,Everyone,Casual
"1,000,000+",GAME,18M,Free,Everyone,Arcade
"100,000,000+",GAME,Varies with device,Free,Everyone,Action
"100,000,000+",GAME,35M,Free,Everyone,Puzzle
"100,000,000+",GAME,78M,Free,Everyone,Action
"10,000,000+",GAME,25M,Free,Everyone,Puzzle
"100,000,000+",GAME,74M,Free,Everyone,Sports
"100,000,000+",GAME,97M,Free,Everyone,Arcade
"10,000,000+",GAME,17M,Free,Everyone,Casual
"100,000,000+",GAME,53M,Free,Everyone,Racing
"100,000,000+",GAME,Varies with device,Free,Everyone,Racing
"100,000,000+",GAME,11M,Free,Everyone,Puzzle
"10,000,000+",GAME,60M,Free,Everyone,Arcade
"50,000,000+",GAME,57M,Free,Everyone,Simulation
"1,000,000+",GAME,14M,Free,Everyone,Casual
"100,000,000+",GAME,67M,Free,Everyone 10+,Adventure;Action & Adventure
"100,000,000+",GAME,33M,Free,Everyone,Action
"1,000,000,000+",GAME,76M,Free,Everyone 10+,Arcade
"500,000,000+",GAME,74M,Free,Everyone,Casual
"10,000,000+",GAME,Varies with device,Free,Everyone,Puzzle
"50,000,000+",GAME,40M,Free,Everyone,Puzzle
"50,000,000+",GAME,59M,Free,Teen,Arcade
"100,000,000+",GAME,52M,Free,Everyone,Sports
